0 524.1361917141618 0.0 702.6515559202502, 1 435.72222502132917 99.57665184615045 712.4550464031422, 2 210.37997548565164 43.79857450268638 383.71220118605436, 3 16.40752951616011 119.10669838684771 34.94764252790003, 6 607.6213572305892 -99.57590956720252 693.6165737559277, 7 660.0607267236353 -112.4176508627465 332.91545763641454, 8 911.5161484212299 -12.41760874851721 -16.23981311215732, 12 584.2263685817246 18.718479845874917 974.7694317921836, 13 574.4763604918887 19.525549123855413 1218.4352360863204, 14 520.2442933395195 -33.604914299382465 1282.5860559791022, 15 513.8536328590812 -32.385691086326574 1411.8171464596012, 17 668.9451344345873 -95.91283390655119 1171.116560162033, 18 656.0307986523296 -367.9139878247545 1093.418436494718, 19 513.2878532711691 -459.8139752283771 1182.7277885495305, 25 445.15426456742335 130.87525970615422 1171.4079001292876, 26 262.70301993274 178.48463512077706 1077.1012140625903, 27 134.6368921988677 27.66512699781731 1166.0569199221536, 
0 484.11524331380815 0.0 693.2459067521236, 1 396.73176145735016 89.85683414229011 700.2188578302093, 2 178.77638674814645 34.43365145583299 384.6787900153315, 3 -28.171193665205994 111.67334047912439 36.42287219409184, 6 567.1812054308953 -89.85615590060738 686.8270293981866, 7 654.5874875704563 -108.71342942388354 332.07462103329044, 8 912.5417402234972 -7.779060980471456 -17.49788778210302, 12 537.0129311051401 18.288652900922557 968.9860312892292, 13 531.0753443221686 20.324297317063866 1212.6287383367078, 14 479.1548154272355 -35.11550420673098 1274.811465416387, 15 471.44975219030016 -33.22025465543312 1403.2169321353895, 17 652.963872707747 -82.19275593570434 1165.7772637553253, 18 662.1686726739566 -333.9319149948779 1094.6151904180792, 19 515.6778595050889 -442.18501443825244 1156.4350967301223, 25 405.92686546298324 121.91119295018291 1170.7493045321085, 26 229.21535735881778 162.0210794262983 1102.2559001004179, 27 78.0351707251179 18.669074553734916 1183.9266187337898, 
0 452.8326659185113 0.0 680.5821435363767, 1 364.63791093911107 88.22296072610895 681.0050859155983, 2 134.8072684276239 30.6641703380256 378.8351361829168, 3 -66.2480391800517 106.9294212860886 37.214168816915276, 6 536.7900029600434 -88.2223196186111 680.4281096188806, 7 647.3421276857671 -115.8681439433571 332.9440368996003, 8 911.5285139716946 -12.07379258744129 -16.583777664945274, 12 493.5945550476648 18.213212266231935 970.0083405954551, 13 485.8922072161429 18.074187859486145 1213.2870584113823, 14 433.25988920941694 -34.30148038206357 1276.2596587579387, 15 424.7911248002067 -34.34489141381682 1404.5314480422476, 17 610.5218888616058 -81.17573152920941 1159.5046422766882, 18 659.1756700613358 -318.9950939290344 1089.4004129721538, 19 468.68933779307844 -422.7922323157352 1157.2453515834743, 25 367.49808557009317 120.32700743716813 1170.3214492198172, 26 184.54353283552436 168.8955033384817 1121.5107604792915, 27 22.50486111767418 41.21647509207443 1203.8292870350988, 
0 412.6361592952508 0.0 667.9895525731599, 1 320.108335175711 84.77626542690837 662.1835476253925, 2 78.20127420170448 24.10935305763242 379.49806892764514, 3 -116.76206790983328 98.43009255679576 38.82810371374785, 6 500.96036841941503 -84.77567007791772 673.797058431541, 7 615.8942776354161 -124.78386159239422 334.090469994404, 8 905.4537585838508 -13.160424685048355 -10.44906916582056, 12 444.91575954468345 19.19896386477388 971.1745854512376, 13 434.96467490995025 18.72957815617569 1214.293377919975, 14 383.56424553093376 -31.83320007195271 1277.7466335805939, 15 374.1609944958891 -33.90569899822603 1406.1374035403148, 17 556.8913144553055 -73.84932775347337 1159.546012525437, 18 665.0727536367879 -286.0642766087744 1101.8793327715116, 19 424.3108905364193 -377.1107860595821 1154.2954849417874, 25 310.08234880571524 118.5517230001228 1169.9385320176868, 26 132.986283182275 171.20188444111812 1147.1842521148656, 27 -46.72634982151117 64.05070628962197 1223.7109919977913, 
0 369.1435865770512 0.0 662.0902927294251, 1 275.8681175438772 88.00300418272408 652.8456720315713, 2 28.65461035404836 19.39395157097219 377.54807690863095, 3 -128.8778315556672 76.41219144182887 15.995026337685886, 6 458.0535579827745 -88.00238344013165 671.2011128149335, 7 603.6600489585385 -126.9702810558217 331.9151902811468, 8 905.5875847152826 -12.515631577831044 -7.119128132588912, 12 394.37779747149153 13.879928129055813 968.5520297642672, 13 384.00389658398626 11.55104628096997 1211.4867909960499, 14 329.2073152661604 -35.3509676796242 1276.4666267956936, 15 321.6684298045868 -35.891246379093246 1403.7998004019587, 17 506.48086235085793 -88.3145552741385 1156.0004140724927, 18 561.997633653366 -320.4745623102768 1080.6697726998555, 19 358.69265352063087 -415.0926643851005 1149.476393834474, 25 271.40344281785514 116.19250439210401 1167.197827277866, 26 74.74585197968257 170.99648752568703 1170.4459549410665, 27 -128.39780776044583 61.22901503823401 1233.7744748414104, 
0 316.57101604165166 0.0 659.4791909525707, 1 219.27344893939465 94.01655918818633 649.8105761607223, 2 -15.133773010797793 17.89360818936929 375.1473266050275, 3 -128.6601952326826 66.68017236239066 8.996564051391033, 6 409.05815087007613 -94.01590817490464 669.0048629032834, 7 561.0733471545625 -129.93821310057035 336.02952502512665, 8 896.3245680726016 1.6955702290449608 17.577109877732255, 12 341.2915970144767 6.134728542807579 957.3110226644277, 13 334.43856604210174 8.76039922046317 1202.1352169542613, 14 279.1556747882735 -39.627508459947286 1270.519204396367, 15 277.2993396601412 -36.7877411255764 1397.1745831494336, 17 456.5451235445125 -101.12213023738082 1146.926111518485, 18 389.15602918729275 -337.86919443329055 1077.3987538250897, 19 319.1251999322595 -422.11685583374344 1140.9226503500367, 25 220.50458087549222 115.84817523726767 1164.5678098827, 26 29.640026902101773 157.15759725384459 1179.8950483237866, 27 -171.7459521116017 40.16816426511902 1242.0036565706264, 
0 266.93865033854195 0.0 656.0428148043297, 1 168.48532223982144 88.97514848738132 649.679661273836, 2 -58.55467519823505 13.25729887108804 381.67214372414514, 3 -134.6402312003589 59.45625704570165 10.219478450962015, 6 360.8489862315121 -88.97452044342555 662.4019838119442, 7 512.2577856374643 -138.2307804448355 336.9197151233359, 8 875.5446045212523 -8.381542107315624 32.02166800232453, 12 285.55051193017306 7.575814400815688 957.8784573347789, 13 277.7043942706597 5.848364887605172 1201.5484654244156, 14 224.47594313559068 -41.29520096702051 1270.0620252871709, 15 222.1808228537297 -40.907242356875315 1396.1459925738131, 17 396.54129363947754 -96.82077672290279 1146.7279295767441, 18 356.62227297722734 -321.79760622081903 1049.161995844836, 19 248.48083691766027 -403.19373886270637 1141.5652695811355, 25 156.5324272326546 110.50074065919397 1163.8458879016716, 26 -60.63488602843675 157.63487065844294 1218.0777505569583, 27 -272.1751375237391 44.7484571691878 1260.5482499628747, 
0 235.96764924876496 0.0 649.4685331223275, 1 143.41764433130098 95.50212544000107 642.6311393093085, 2 -71.36840576853565 16.37931352303076 386.8204736409158, 3 -134.46571559881497 51.00713086256209 11.722423414833315, 6 323.9386515983795 -95.50147949444498 656.307844005074, 7 464.90242311981314 -130.21147336112998 340.8863617175614, 8 849.7561081977857 15.818416972676971 63.56141259801302, 12 240.33424031104377 3.6448719862445316 951.7780482790388, 13 226.00325203596566 -0.1365492140451181 1194.8068573415205, 14 168.4375296763231 -48.40810657668032 1264.9346320458721, 15 164.61278906169971 -48.80815118663399 1392.051071991701, 17 353.10742049997134 -108.40548856524563 1145.6803678788406, 18 282.86779957196956 -317.75449589855424 1014.8155207379497, 19 243.2106442672251 -397.9217786613625 1130.1894153792123, 25 118.38471526150487 113.36872407077357 1157.560732766628, 26 -86.9777474417165 177.39545582656962 1218.980579059411, 27 -317.9792446696028 70.9589586032451 1262.5094017556153, 
0 205.02828027122305 0.0 645.1151988159772, 1 130.4271578189381 95.60627134241496 641.3291291748004, 2 -108.13461070689823 15.042346774828687 398.3525852666071, 3 -140.30762528288136 39.53118328249664 13.05082292762313, 6 275.9177362740673 -95.6056408546347 649.0494092561679, 7 412.2738578902779 -120.20468403444518 338.0488035414543, 8 786.7779495672153 44.59791145407394 99.5950910728343, 12 206.2803387157046 6.503133804549321 951.5718319774348, 13 187.8469510773786 0.12395216629023764 1193.8036742274849, 14 128.71889107757087 -48.4262349180394 1263.3853958166023, 15 120.86920628605601 -51.5958700531408 1392.1345280555056, 17 311.10084673230125 -108.0839681510983 1144.403049547521, 18 281.8360538491615 -331.1852966292651 1013.2394034442295, 19 185.82638569385142 -426.2546278337416 1127.3801243943553, 25 73.92382704199316 115.50012501337073 1156.3443950196415, 26 -132.40191227675516 177.95119288629704 1217.7235021417039, 27 -361.9136451618839 67.56078104760496 1260.97585257278, 
0 177.1888582927601 0.0 643.8206897627995, 1 92.62518681359022 93.66857356890621 640.1741822959948, 2 -120.54391835272645 11.271681278799491 403.77431508002405, 3 -146.54632071624383 37.67985252882153 12.17944854444761, 6 257.6928344104355 -93.6679085183992 647.6123321054762, 7 357.5142659867777 -125.98086411715776 337.6449827319816, 8 723.2529245992299 39.07833741394677 99.4424340921247, 12 171.28982239557183 8.717556055680475 951.7199436392597, 13 143.06482397397562 0.04135688787913239 1192.3681453187032, 14 81.97488125779044 -51.103296597191715 1259.7632290910446, 15 67.75404903670423 -52.70596420775574 1390.0037845153984, 17 269.0520121713431 -106.44725670374613 1148.907655659327, 18 281.549554769144 -334.9148125053036 1011.8666963427758, 19 125.02848176082729 -427.5299422165594 1126.0174321813213, 25 29.356791954551127 114.69426001417858 1148.498977824674, 26 -177.58917993209818 173.66505268286096 1216.1402965225295, 27 -405.73881765890957 65.74045623103363 1259.5360500915947, 
0 155.65529788844407 0.0 643.1249031271439, 1 80.09441651930786 99.00899132841847 639.0937534706422, 2 -133.33308946553737 16.59777520732166 408.1604362192868, 3 -146.73109446369327 42.06622277628796 10.481126125553601, 6 227.37984775945273 -99.00822396113728 647.3094576375943, 7 278.7427050119106 -139.9054611029904 333.4674263207618, 8 663.4476151828234 18.732204925757742 102.95571746430801, 12 159.11849416845988 8.871446009836255 945.990284433221, 13 124.56234147766045 -2.675235176817864 1184.9013244561959, 14 57.26037588849684 -56.72172777884459 1248.7990951004235, 15 35.8545682517215 -57.98882689018335 1379.9539458447593, 17 244.30234874188503 -114.48480486251648 1147.8471520028384, 18 229.54901748391163 -347.2920189648841 1010.9113925417778, 19 91.55698770109292 -434.00169015205745 1119.383578360648, 25 -2.611390857820633 117.45924801746324 1141.5223628506292, 26 -197.0613173159548 180.78442048824576 1209.7216546019795, 27 -418.14195034908494 63.69867600131384 1258.677294052834, 
0 143.01194262791518 0.0 642.3690154782407, 1 67.2339705382785 106.64607813939438 637.724500863517, 2 -152.13812113328657 18.556987581233216 407.23024330332055, 3 -153.12616719813587 48.968462249173456 8.198178286281859, 6 214.65614758709629 -106.64522350354395 647.1755610396468, 7 224.42370961510915 -146.37843974391737 333.4378986479039, 8 588.3520501354002 15.594988305213349 102.90893694287558, 12 126.06343113025204 6.691282546579963 947.9416103911544, 13 78.35193823846413 -9.20841490776742 1183.7915786173508, 14 3.789769956770627 -63.690417948881404 1246.6668983033396, 15 -21.899117203375404 -62.459082459250595 1378.5762105562578, 17 213.29207747237768 -131.55268766938013 1146.2134224349604, 18 121.73004271928001 -360.4238379746166 1009.7531843609742, 19 -2.3197361413431357 -409.5545675979855 1119.9564908775903, 25 -21.807316005196576 118.9207305889011 1128.2098590011183, 26 -210.22681037729458 184.27805326439977 1202.5818719548347, 27 -417.5404142660216 57.852667529141804 1257.5148947536852, 
0 115.18833670557 0.0 641.4706365590778, 1 41.899216523072205 116.15451707420931 636.1647174724858, 2 -165.2670477235587 38.46297512453425 403.80874745324, 3 -153.77210787765299 66.04845248013342 3.44223908351762, 6 184.15240099822012 -116.15359722971274 646.9544117084674, 7 176.48682763276383 -148.11688621597787 326.9794359788533, 8 530.5098449725981 2.0863543257111132 98.76498285762898, 12 112.21145619328152 6.200338288653619 945.4598172633932, 13 67.33601718676188 -5.060682789986885 1183.1167422584738, 14 -9.035825179055564 -54.74525396495061 1248.0158375465621, 15 -35.27504425315026 -54.291403296052344 1382.5641025020695, 17 176.99840024345679 -137.01831882863058 1145.0384110663629, 18 121.07564987293132 -379.9893663435095 1003.1017082297087, 19 -2.3018434352649684 -437.2485728198336 1095.5700438039569, 25 -21.878781547060427 132.41899428332658 1127.9728753446027, 26 -217.85412621384452 211.5969233971834 1170.9670939947066, 27 -421.1511619179729 92.94359882737484 1246.5913598276452, 
0 105.91221979251021 0.0 637.505524358683, 1 35.651869936744355 125.46992631349792 628.2538356351397, 2 -172.38639217780423 52.74597140083499 401.16911514478204, 3 -154.19696327103225 77.28249640799692 -0.0, 6 171.69681144212026 -125.46889664855938 646.7560458686014, 7 134.53040990063414 -152.9865516922738 326.8280273939473, 8 479.47607452223497 -11.842504131292344 94.55463290866169, 12 112.05016109470037 3.7749942476698237 939.3015154267736, 13 61.2971603650371 -6.719308452403368 1175.6556089880607, 14 -24.05796935507388 -52.52738290866742 1238.3966873237428, 15 -57.78093640566352 -51.93758389602214 1373.5933105726945, 17 146.7579053462995 -147.37572631387985 1143.5945785977551, 18 70.54006156342156 -378.81822521036946 1002.2498124007151, 19 -19.281139806401832 -419.1909050546513 1067.764159580887, 25 -21.916289477860907 139.50341465393825 1121.1084337282769, 26 -219.0742791356938 235.18514906471347 1151.622824034634, 27 -423.39059427005077 114.70744786604806 1215.5003259374234, 
0 99.60003179591602 0.0 635.2944666450963, 1 35.6361319071682 126.66978225836309 628.9847064038347, 2 -184.91513287309346 57.75458760604619 401.39430635863334, 3 -154.49711094006642 85.21901351786718 -0.8746548349864725, 6 159.44354782535916 -126.66874692455261 641.7950746952363, 7 110.6234649766679 -157.357779919633 316.60582158824684, 8 453.38296957425507 -23.058387871483376 91.66711234176546, 12 109.79103782258238 6.898086504258259 941.5455355227141, 13 55.16949203938041 -3.305265260210689 1177.029613137397, 14 -29.90608634085563 -46.984356144187366 1237.800317344999, 15 -64.08805367209848 -45.73558844759948 1373.0221843111347, 17 128.60770012259974 -146.86446306611992 1144.4516231726107, 18 25.75447082715111 -382.1927833255615 1008.4232114968684, 19 -97.2282564173397 -400.2693455769027 1063.8371476649736, 25 -28.27020714414884 141.42077197484292 1115.723695590987, 26 -218.53306518505437 224.72229922557193 1119.4574593993414, 27 -408.638031200522 93.94878861654446 1176.9519773128568, 
0 87.22554948938901 0.0 633.1593260008751, 1 35.66049631661987 133.65512308580756 623.1244344467514, 2 -198.49761029056614 78.37586981594683 399.80406310315766, 3 -149.000911587684 103.43178619604183 -3.980591377666542, 6 135.26761865746175 -133.65407654749748 643.1944560252981, 7 80.97918749904272 -155.38804318523802 293.4926306817342, 8 433.74913045319545 -35.07294542872799 95.02943153215949, 12 92.5281815885474 1.3991002321445265 943.1375749434717, 13 36.079608499506215 -6.195285762346387 1178.02814455426, 14 -49.52785715077956 -39.25127851790292 1243.1071839945173, 15 -79.49813670757973 -38.719602446876706 1379.150418590851, 17 80.81340768463016 -153.72785440073147 1139.2947768511308, 18 -59.01307435068602 -345.3518685282829 1004.6494800768487, 19 -144.9972947989727 -317.5901195932881 1067.7225572214636, 25 -21.937648957047127 143.53774889267467 1116.6918796753343, 26 -213.25686273475299 244.58711449593795 1101.4025225741077, 27 -380.0117283492303 126.85436124063162 1160.5574353702245, 
0 77.9114740416461 0.0 633.7665427222713, 1 22.830329940334668 131.3414467587902 623.9744127028308, 2 -211.72357621300768 89.26647205838735 399.2004828987572, 3 -149.5099693663585 119.24526884722448 -0.6957866356556224, 6 129.32776995339464 -131.34040427057897 643.5634760541659, 7 74.79641687285607 -154.5416888921959 287.91988424487647, 8 425.9509983913422 -50.88885310931761 86.99695353945117, 12 85.1735207140981 3.418853255689932 943.8408900964127, 13 16.478933077693316 6.851631765382493 1179.5277215273131, 14 -65.12059372525924 -22.10804614773675 1240.7829707207334, 15 -97.27542445435165 -18.19982654941826 1377.9477819226279, 17 45.308932211635906 -141.50076469343475 1134.4715627023309, 18 -92.97685108564245 -345.9492176183712 1005.3076516127401, 19 -253.8816868106778 -310.78374741229294 1063.0413678715604, 25 -21.894149477271636 145.84883117729785 1117.4897712463207, 26 -180.01530551887495 237.14074180560604 963.8773533309811, 27 -304.0671694140788 138.01564714457444 854.0954894982426, 
0 74.73719157881366 0.0 612.8164749551747, 1 22.807378598212715 131.91850880356614 605.4006873121771, 2 -218.4120928740237 97.71867273142726 404.67493577181585, 3 -149.94590720442199 132.42655297482764 3.4327648322674804, 6 123.19375578927881 -131.91749944607193 620.4371723097855, 7 68.81390142766033 -156.1190915259935 259.1277343378589, 8 425.0083185635037 -56.62186654528449 88.90723143809919, 12 63.309043042297 2.035582591316121 940.4379032377607, 13 -10.383796512837213 11.212056707480173 1175.891788296806, 14 -89.3317552180314 -13.628082893312019 1240.2002135135444, 15 -120.38042789223483 -8.608534935925864 1379.7640713978974, 17 27.546142262924306 -139.94495470879954 1135.248052187877, 18 -98.2803034292709 -357.15929000905976 1005.7194129079796, 19 -285.7632647989228 -341.4520902481623 1057.0167293076577, 25 -21.916620816062775 150.10397585688247 1118.373552604286, 26 -180.56254554351244 250.0214965684004 964.6528989082768, 27 -293.3999172352821 167.21258508502288 828.4746078528221, 
0 65.52275728461272 0.0 609.9194027660972, 1 22.814081666268546 133.13287593683316 605.5265113235627, 2 -219.73467378041704 119.47620855008287 402.14039321977873, 3 -144.20538171271966 148.44390594847403 6.546684348158124, 6 105.3395786486193 -133.13186086382137 614.726809998217, 7 63.20811073815835 -144.8395279703343 245.6251373163791, 8 423.47794965516516 -70.27333106306938 91.9980347775554, 12 46.2909752440127 -5.280134736013608 932.131981499784, 13 -23.115218010242884 7.906891248970254 1169.5250063113422, 14 -103.63186587716133 -1.5853491186949906 1237.8961544169138, 15 -133.53966421477878 3.554987674764001 1377.9399575951873, 17 -14.360424242509204 -137.96287851530252 1129.8272310483521, 18 -157.80078497519636 -287.9483330041678 1001.507679461392, 19 -295.45215646875994 -218.90087181614828 1061.2711309737358, 25 10.103548380843105 146.80893400174557 1118.4735539346514, 26 -181.80347098996072 279.2299894325706 965.1021335298759, 27 -297.4401366264124 224.59655864531993 814.1636806181139, 
